INSTNM,STABBR,PREDDEG,ST_FIPS,REGION,SAT_AVG,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,COSTT4_A,AVGFACSAL,C150_4,PFTFTUG1_EF,C150_4_WHITE,C150_4_BLACK,C200_4,PCTFLOAN,DEBT_MDN
Pomona College,CA,3,6,8,1442,1547,0.3756,0.0802,0.1551,0.1429,0.0026,0.0006,0.075,0.1125,0.0556,64870,12864,0.9701,0.9809,0.9895,1,0.9398,0.1443,11700
University of California-Berkeley,CA,3,6,8,1422,29309,0.2632,0.0196,0.1464,0.3542,0.0022,0.0016,0.0427,0.129,0.041,34924,16260,0.9172,0.7015,0.9118,0.7073,0.9269,0.26,12643
Claremont McKenna College,CA,3,6,8,1413,1344,0.4196,0.0454,0.1414,0.1042,0.0007,0.0015,0.058,0.1704,0.0588,66325,13553,0.9268,0.9359,0.8993,0.6667,0.9063,0.2236,13000
University of Southern California,CA,3,6,8,1395,18557,0.3986,0.0444,0.14,0.2091,0.0012,0.0022,0.053,0.1374,0.014,67064,13760,0.9203,0.6786,0.9252,0.8929,0.9163,0.3182,21250
Scripps College,CA,3,6,8,1353,1030,0.5243,0.0408,0.1136,0.1515,0,0.001,0.0592,0.0485,0.0612,66060,11227,0.8365,0.9408,0.8182,0.9091,0.8685,0.334,12500
University of California-Los Angeles,CA,3,6,8,1334,30859,0.2705,0.032,0.2172,0.2866,0.0019,0.0026,0.0505,0.1181,0.0206,33078,17113,0.9115,0.6607,0.9114,0.8346,0.923,0.3429,14544
University of California-San Diego,CA,3,6,8,1324,28121,0.1991,0.0144,0.1668,0.3607,0.001,0.0029,0.0461,0.192,0.017,31043,14162,0.8721,0.6622,0.8721,0.9016,0.8832,0.3534,16400
Santa Clara University,CA,3,6,8,1321,5411,0.4883,0.0335,0.1722,0.1663,0.0011,0.0015,0.0684,0.0394,0.0294,62964,12359,0.8865,0.9095,0.8905,0.814,0.8605,0.3003,19166
Occidental College,CA,3,6,8,1315,1957,0.4905,0.0547,0.1472,0.1415,0,0.001,0.0807,0.0664,0.0179,67046,11180,0.808,0.9194,0.7993,0.8421,0.8544,0.4275,21000
University of California-Santa Barbara,CA,3,6,8,1281,21570,0.3344,0.021,0.2623,0.1841,0.0011,0.0012,0.0847,0.0839,0.0274,34998,14851,0.8231,0.7077,0.848,0.7674,0.823,0.3881,15000
California Polytechnic State University-San Luis Obispo,CA,3,6,8,1270,20367,0.5648,0.0072,0.1608,0.1259,0.0014,0.0014,0.0715,0.0198,0.047,25300,9628,0.7973,0.8474,0.8236,0.8824,0.7723,0.3293,16500
Pepperdine University,CA,3,6,8,1251,3528,0.4833,0.0482,0.1426,0.1103,0.0034,0.0023,0.051,0.1069,0.0522,66152,11911,0.8709,0.8156,0.8699,0.8519,0.8489,0.3965,24250
Loyola Marymount University,CA,3,6,8,1244,6126,0.4443,0.0632,0.2067,0.109,0.001,0.002,0.0767,0.097,0.0002,60371,11143,0.8316,0.7789,0.8306,0.7879,0.7901,0.417,19490.5
University of San Diego,CA,3,6,8,1237,5604,0.5203,0.035,0.1931,0.0735,0.0043,0.0039,0.0575,0.0849,0.0275,61004,12246,0.7779,0.7543,0.775,0.6364,0.7736,0.3927,21250
Soka University of America,CA,3,6,8,1233,417,0.1966,0.036,0.0959,0.1463,0.0048,0.0048,0.0528,0.4293,0.0336,44800,10955,0.9029,1,0.7083,1,0.7953,0.2269,18874
Chapman University,CA,3,6,8,1225,6338,0.5674,0.0178,0.1458,0.1114,0.0024,0.003,0.0677,0.0396,0.045,64501,11286,0.7886,0.8029,0.7884,0.6842,0.7615,0.5317,19000
University of California-Davis,CA,3,6,8,1218,29358,0.267,0.0227,0.202,0.3018,0.0018,0.0049,0.0518,0.1334,0.0145,33904,13670,0.8467,0.6049,0.8693,0.7738,0.8512,0.3683,12334
University of California-Irvine,CA,3,6,8,1206,27317,0.1433,0.0191,0.2633,0.3601,0.0004,0.0036,0.0368,0.1625,0.011,31198,14456,0.8724,0.7254,0.8563,0.8548,0.8774,0.3999,15000
University of California-Santa Cruz,CA,3,6,8,1201,16962,0.3204,0.0199,0.2987,0.2172,0.0011,0.0017,0.0785,0.0449,0.0175,34608,13595,0.7694,0.7856,0.7937,0.7091,0.7866,0.5065,17200
University of the Pacific,CA,3,6,8,1180,3474,0.2504,0.0322,0.1888,0.3696,0.0037,0.0046,0.0541,0.0599,0.0366,56899,10571,0.6848,0.8142,0.7039,0.5333,0.6917,0.5448,20120.5
Westmont College,CA,3,6,8,1171,1277,0.6218,0.018,0.1637,0.0901,0.0055,0.0039,0.0634,0.0016,0.0321,57387,7453,0.7688,0.8618,0.7786,1,0.7818,0.7393,18750
University of San Francisco,CA,3,6,8,1150,6664,0.264,0.0338,0.2056,0.2185,0.0033,0.0071,0.0675,0.1801,0.0203,61072,12894,0.7182,0.7822,0.7264,0.5862,0.7153,0.4635,21953
Point Loma Nazarene University,CA,3,6,8,1149,2986,0.5512,0.0234,0.2398,0.0643,0.0037,0.0107,0.0737,0.0117,0.0214,46683,9988,0.7092,0.6279,0.7115,0.6667,0.7435,0.5981,18667
San Diego State University,CA,3,6,8,1132,29398,0.3359,0.0406,0.3134,0.1367,0.0031,0.0025,0.0661,0.0606,0.0411,22056,10249,0.7331,0.5499,0.7688,0.6354,0.7021,0.318,13277
Mills College,CA,3,6,8,1109,819,0.4493,0.0928,0.265,0.0867,0.0049,0.0024,0.0806,0.0073,0.011,60311,10706,0.665,0.6377,0.7381,0.4545,0.7128,0.7326,19000
California Lutheran University,CA,3,6,8,1107,2887,0.4752,0.0339,0.2913,0.0509,0.0021,0.0045,0.0731,0.0336,0.0353,54373,10063,0.732,0.6591,0.7591,0.5238,0.6632,0.4907,18219.5
University of Redlands,CA,3,6,8,1101,3169,0.4695,0.0388,0.2802,0.0612,0.0066,0.0076,0.0508,0.018,0.0672,61542,10032,0.7415,0.8136,0.7343,0.6667,0.6993,0.6138,25000
The Master's University and Seminary,CA,3,6,8,1098,1155,0.658,0.0286,0.097,0.058,0,0.0035,0.0658,0.0416,0.0476,43846,7344,0.6845,0.6853,0.7248,0.3,0.6398,0.5727,16169
Biola University,CA,3,6,8,1093,4083,0.4766,0.0245,0.2028,0.1746,0.0022,0.0029,0.06,0.0309,0.0255,48857,9488,0.7184,0.7747,0.7309,0.5,0.7021,0.5982,19500
Saint Mary's College of California,CA,3,6,8,1093,2789,0.4593,0.0398,0.2549,0.1115,0.0043,0.0108,0.0624,0.0219,0.0351,61095,10891,0.7341,0.7904,0.759,0.7143,0.6799,0.5935,21500
John Paul the Great Catholic University,CA,3,6,8,1088,227,0.5374,0.0044,0.2291,0.0396,0.0044,0.0044,0.0352,0.022,0.1233,41066,7218,0.6296,0.7157,0.5625,1,0.6,0.665,19167
University of California-Riverside,CA,3,6,8,1078,19788,0.124,0.0414,0.396,0.3461,0.0014,0.0045,0.0404,0.0361,0.0101,31494,12510,0.7291,0.8111,0.7329,0.6682,0.7145,0.5163,16530
California State University-Long Beach,CA,3,6,8,1052,32170,0.1796,0.0396,0.4043,0.226,0.0018,0.0022,0.0496,0.0619,0.035,18192,9478,0.6864,0.5128,0.729,0.5926,0.7207,0.3695,13000
Concordia University-Irvine,CA,3,6,8,1048,1895,0.4765,0.0427,0.2301,0.0707,0.0042,0.0026,0.0549,0.0449,0.0734,45687,6864,0.5375,0.7148,0.5966,0.3889,0.5767,0.5962,18500
California State Polytechnic University-Pomona,CA,3,6,8,1045,23611,0.1789,0.0331,0.4174,0.2299,0.0021,0.0015,0.0407,0.0611,0.0353,21223,9814,0.6854,0.5408,0.7445,0.5156,0.673,0.3604,15275
Whittier College,CA,3,6,8,1040,1594,0.3118,0.0395,0.4705,0.0747,0.0031,0.0044,0.059,0.0289,0.0082,53966,8587,0.6352,0.8548,0.6632,0.4444,0.6563,0.6772,20500
University of La Verne,CA,3,6,8,1040,5367,0.2152,0.0576,0.4993,0.0451,0.0034,0.0052,0.0352,0.0294,0.1096,50603,8877,0.6642,0.4278,0.6412,0.5417,0.6128,0.6444,21580
San Jose State University,CA,3,6,8,1039,26253,0.1783,0.0333,0.2645,0.3584,0.0013,0.0041,0.0516,0.0699,0.0386,22780,10093,0.6207,0.4265,0.6173,0.5591,0.6073,0.327,12865.5
Dominican University of California,CA,3,6,8,1039,1374,0.3428,0.0539,0.1972,0.23,0.0073,0.0146,0.0684,0.0146,0.0713,60045,9065,0.7189,0.7657,0.7473,0.5625,0.633,0.6616,27000
Azusa Pacific University,CA,3,6,8,1035,5770,0.414,0.0485,0.3101,0.0924,0.0016,0.0113,0.0804,0.0265,0.0153,48284,7958,0.7022,0.6877,0.7543,0.561,0.6853,0.6211,18500
William Jessup University,CA,3,6,8,1023,1159,0.6022,0.0656,0.1907,0.0397,0.0138,0.0104,0.0198,0.0181,0.0397,40390,6911,0.6466,0.5155,0.6512,0.4,0.6545,0.6819,15000
California State University-Fullerton,CA,3,6,8,1017,34416,0.2041,0.0199,0.4186,0.2134,0.0012,0.0016,0.0443,0.0596,0.0373,17049,9422,0.6226,0.4999,0.6564,0.5619,0.6307,0.3006,12500
Woodbury University,CA,3,6,8,1012,1103,0.3137,0.0317,0.2901,0.0852,0.0045,0.0063,0.0245,0.233,0.0109,48733,7108,0.4412,0.4821,0.4231,0,0.5245,0.5863,27000
Menlo College,CA,3,6,8,1010,787,0.263,0.0597,0.2249,0.0978,0.0051,0.0229,0.0851,0.1398,0.1017,56035,12906,0.5294,0.6255,0.5088,0.5385,0.4331,0.5451,16125
California State University-Chico,CA,3,6,8,997,16305,0.4384,0.0251,0.3128,0.0568,0.0057,0.0017,0.0544,0.0318,0.0734,22417,9096,0.6851,0.6442,0.7291,0.5625,0.6293,0.4657,14250
Sonoma State University,CA,3,6,8,990,8572,0.4624,0.0222,0.3075,0.0497,0.0042,0.0021,0.0654,0.022,0.0644,24000,9390,0.6122,0.6852,0.639,0.5625,0.5708,0.3929,13000
California Baptist University,CA,3,6,8,988,6904,0.3834,0.0779,0.3566,0.0474,0.0065,0.0117,0.0563,0.0188,0.0413,41826,8976,0.5978,0.5478,0.6548,0.3158,0.5734,0.7356,20820.5
Pacific Union College,CA,3,6,8,986,1400,0.2264,0.0886,0.2407,0.1771,0.0036,0.0129,0.0721,0.0279,0.1507,41700,5831,0.5042,0.7131,0.5158,0.4737,0.4684,0.7826,22000
Simpson University,CA,3,6,8,985,788,0.5914,0.0393,0.1574,0.0444,0.0343,0.0051,0.0266,0.0127,0.0888,37437,6396,0.4713,0.4958,0.4741,0.25,0.5549,0.9211,15765
University of California-Merced,CA,3,6,8,985,6815,0.1124,0.0462,0.5124,0.2125,0.0018,0.0073,0.0348,0.0663,0.0063,32984,10076,0.6637,0.9181,0.6383,0.6857,0.6616,0.5171,14000
Humboldt State University,CA,3,6,8,983,7956,0.429,0.0336,0.3494,0.0324,0.0102,0.0023,0.0677,0.0137,0.0617,23139,9051,0.4563,0.5957,0.5078,0.2344,0.4812,0.5504,13600
San Francisco State University,CA,3,6,8,979,24882,0.1937,0.049,0.3088,0.2777,0.0016,0.0042,0.0608,0.0624,0.0419,22396,10045,0.532,0.5374,0.5462,0.3415,0.5441,0.3565,13000
Fresno Pacific University,CA,3,6,8,968,2421,0.3251,0.0516,0.4837,0.0421,0.0062,0.0066,0.0169,0.0169,0.0508,37451,7015,0.6182,0.2331,0.6964,0.3333,0.6438,0.6773,18000
California State University-San Marcos,CA,3,6,8,963,12475,0.2866,0.0331,0.4212,0.1011,0.0032,0.0032,0.0528,0.0477,0.0511,18070,9148,0.5246,0.5534,0.5742,0.4167,0.5247,0.3787,12500
Hope International University,CA,3,6,8,942,940,0.434,0.0798,0.2362,0.0319,0.0085,0.0032,0.1266,0.0085,0.0713,38570,5161,0.4286,0.4078,0.5333,0.375,0.5517,0.7451,15500
Vanguard University of Southern California,CA,3,6,8,942,1765,0.4414,0.0567,0.3711,0.034,0.0006,0.0074,0.0448,0.0057,0.0385,42564,8081,0.5569,0.6846,0.6545,0.4839,0.5753,0.8231,19000
San Diego Christian College,CA,3,6,8,938,690,0.4536,0.1029,0.2609,0.0217,0.0072,0.0188,0.0565,0.0116,0.0667,43473,6407,0.5211,0.3393,0.3636,0.75,0.4364,0.8504,15822.5
California State University-Sacramento,CA,3,6,8,937,27884,0.274,0.0575,0.3029,0.2091,0.0032,0.0077,0.0633,0.0263,0.0561,18535,9161,0.4888,0.4819,0.5402,0.3555,0.5339,0.3651,12500
Mount Saint Mary's University,CA,3,6,8,923,2779,0.0871,0.0633,0.6312,0.1529,0.0036,0.005,0.0191,0.0029,0.0349,50406,8884,0.5867,0.6468,0.4138,0.4,0.6686,0.9038,21000
California State University-Northridge,CA,3,6,8,918,35605,0.2195,0.0476,0.4574,0.1102,0.0012,0.0011,0.0335,0.0873,0.0422,16591,9350,0.5006,0.4937,0.6265,0.3901,0.5366,0.3273,11000
Notre Dame de Namur University,CA,3,6,8,913,982,0.2312,0.0682,0.4002,0.1283,0.0051,0.0255,0.0468,0.0519,0.0428,50415,8401,0.5034,0.6215,0.5161,0.25,0.5306,0.7356,19500
California State University-Fresno,CA,3,6,8,907,21150,0.1965,0.0302,0.5015,0.1399,0.0034,0.0018,0.0281,0.0565,0.0421,16078,8872,0.5651,0.5792,0.6717,0.5372,0.6038,0.3156,11342
La Sierra University,CA,3,6,8,906,1898,0.137,0.0564,0.4773,0.1575,0.0032,0.0221,0.0379,0.1064,0.0021,42033,7676,0.5242,0.6124,0.54,0.32,0.5339,0.6324,16000
Life Pacific University,CA,3,6,8,889,534,0.4419,0.0543,0.3352,0.0337,0,0.0094,0.0712,0.0094,0.0449,24838,6434,0.5,0.5723,0.5714,0,0.413,0.68,13000
Holy Names University,CA,3,6,8,888,515,0.1709,0.2058,0.4155,0.099,0.0039,0.0252,0.0175,0.0388,0.0233,50806,7814,0.4464,0.6552,0.3333,0.3,0.4954,0.7424,20197
California State University-San Bernardino,CA,3,6,8,877,18317,0.1272,0.0572,0.6282,0.0557,0.0022,0.0021,0.0258,0.0662,0.0355,15988,9284,0.5472,0.5094,0.5856,0.4656,0.5501,0.4046,12832
California State University-Los Angeles,CA,3,6,8,870,24046,0.0652,0.0399,0.6395,0.1445,0.0009,0.0011,0.0191,0.0624,0.0274,13385,9279,0.457,0.4788,0.4,0.375,0.5197,0.3262,11000
Colorado School of Mines,CO,3,8,7,1354,4564,0.7447,0.0103,0.0732,0.0478,0.0024,0.0009,0.055,0.0603,0.0055,31226,10964,0.7689,0.8665,0.7718,0.7143,0.7827,0.4154,21915
University of Denver,CO,3,8,7,1262,5738,0.694,0.02,0.0974,0.0443,0.0026,0.0005,0.0354,0.0828,0.023,59656,10680,0.7918,0.8855,0.7852,0.7241,0.7675,0.3691,19500
University of Colorado Boulder,CO,3,8,7,1229,27376,0.686,0.0163,0.112,0.055,0.0022,0.0007,0.0497,0.0716,0.0065,31393,11110,0.6991,0.8367,0.7118,0.5303,0.7133,0.2984,14000
Colorado State University-Fort Collins,CO,3,8,7,1159,23497,0.7316,0.0235,0.1206,0.0248,0.0046,0.0013,0.0339,0.035,0.0246,24885,9480,0.6674,0.7358,0.6858,0.6574,0.6709,0.4481,15000
Regis University,CO,3,8,7,1098,4016,0.5794,0.0473,0.1965,0.0498,0.004,0.002,0.0369,0.0125,0.0717,45305,7433,0.6822,0.5949,0.7201,0.5714,0.5989,0.5243,18500
University of Colorado Denver/Anschutz Medical Campus,CO,3,8,7,1077,11228,0.4948,0.0507,0.2009,0.1002,0.0037,0.0011,0.0525,0.0756,0.0206,20306,10031,0.4824,0.4052,0.4713,0.3833,0.4454,0.3254,13076
University of Colorado Colorado Springs,CO,3,8,7,1069,10153,0.6542,0.0389,0.1708,0.0305,0.004,0.003,0.0737,0.0097,0.0153,21038,8008,0.4657,0.5769,0.4912,0.3421,0.5033,0.459,12197
University of Northern Colorado,CO,3,8,7,1031,9098,0.5847,0.0391,0.1945,0.0199,0.0035,0.0024,0.0448,0.0124,0.0985,21640,7813,0.4836,0.7277,0.5062,0.4063,0.4829,0.5171,12500
Western Colorado University,CO,3,8,7,1026,1987,0.7262,0.0307,0.1092,0.0065,0.007,0.0035,0.0418,0.004,0.071,21431,6667,0.4498,0.7227,0.467,0.3,0.3761,0.4905,11000
Fort Lewis College,CO,3,8,7,1014,3444,0.4988,0.0105,0.1112,0.0058,0.2605,0.0015,0.0772,0.0105,0.0241,24298,7152,0.4482,0.6681,0.4783,0.5,0.3992,0.4621,10500
Colorado Mesa University,CO,3,8,7,989,8734,0.6853,0.0248,0.1847,0.0163,0.0073,0.0055,0.0419,0.0095,0.0247,19224,6577,0.3184,0.7325,0.3303,0.2444,0.3594,0.5259,10875
Colorado State University-Pueblo,CO,3,8,7,969,3953,0.4769,0.0736,0.3256,0.0147,0.0043,0.0028,0.0564,0.0197,0.0261,19561,6548,0.3245,0.6834,0.3765,0.1705,0.3373,0.7036,11750
Metropolitan State University of Denver,CO,3,8,7,951,19334,0.5643,0.0635,0.2447,0.0391,0.0054,0.0028,0.0436,0.0058,0.0307,18017,6476,0.2687,0.3921,0.2928,0.1386,0.3144,0.4528,12988
Adams State University,CO,3,8,7,933,1982,0.4561,0.0747,0.3496,0.0081,0.0151,0.0066,0.0404,0.0101,0.0394,21026,6222,0.2514,0.5856,0.3056,0.1081,0.2629,0.5362,11425
Yale University,CT,3,9,1,1502,5471,0.4617,0.0684,0.1217,0.1727,0.0057,0.0007,0.0561,0.1073,0.0057,66445,18333,0.9777,0.9827,0.9759,1,0.9681,0.1057,12000
University of Connecticut,CT,3,9,1,1248,19030,0.5984,0.0579,0.0967,0.1065,0.0016,0.0006,0.0282,0.0617,0.0486,29128,12086,0.8215,0.8109,0.8428,0.7423,0.8247,0.4743,18750
Quinnipiac University,CT,3,9,1,1096,7042,0.7631,0.0457,0.0879,0.0311,0.0011,0,0.0234,0.0217,0.0258,58713,10962,0.7831,0.8973,0.8064,0.6508,0.765,0.606,21500
University of Hartford,CT,3,9,1,1046,4924,0.5471,0.1562,0.1271,0.0323,0.0032,0.0008,0.0331,0.0599,0.0402,51495,7895,0.5751,0.8432,0.6302,0.4856,0.5603,0.6692,19000
University of New Haven,CT,3,9,1,1043,4850,0.6157,0.1118,0.0967,0.0282,0.0021,0.0016,0.0157,0.0751,0.0532,51801,10038,0.5711,0.8141,0.6614,0.4286,0.4991,0.6711,21500
University of Connecticut-Avery Point,CT,3,9,1,1014,669,0.701,0.0463,0.0942,0.0703,0,0,0.0433,0.0015,0.0433,15225,14631,0.5714,0.8116,0.6178,0.4286,0.567,0.47,18750
University of Connecticut-Stamford,CT,3,9,1,1013,1382,0.4038,0.0999,0.2583,0.1027,0,0.0007,0.0253,0.076,0.0333,15086,14631,0.5813,0.749,0.6344,0.5714,0.5254,0.3855,18750
Central Connecticut State University,CT,3,9,1,1000,9269,0.6299,0.1199,0.1363,0.0415,0.0012,0.0008,0.0292,0.0152,0.026,21706,9141,0.5366,0.5385,0.5519,0.3939,0.566,0.5784,15834.5
University of Connecticut-Waterbury Campus,CT,3,9,1,994,2010,0.505,0.1214,0.1552,0.1393,0.001,0.0005,0.0299,0.0114,0.0363,15310,13331,0.5757,0.8636,0.6125,0.5472,0.5587,0.4709,18750
University of Saint Joseph,CT,3,9,1,985,843,0.5469,0.1566,0.1613,0.051,0.0024,0.0024,0.013,0.0107,0.0558,47147,8142,0.6332,0.5787,0.6525,0.4231,0.5067,0.6167,23250
Southern Connecticut State University,CT,3,9,1,933,7963,0.5517,0.168,0.139,0.0354,0.0031,0.0005,0.0252,0.006,0.071,21029,8916,0.5144,0.6178,0.5464,0.4403,0.5536,0.61,16000
University of Bridgeport,CT,3,9,1,930,2941,0.2309,0.3417,0.203,0.0343,0.0105,0.0027,0.032,0.1448,0,50082,7730,0.2929,0.6211,0.4194,0.2578,0.295,0.6645,20500
Post University,CT,3,9,1,893,6932,0.4074,0.2484,0.0723,0.0098,0.0074,0.0038,0.057,0.0107,0.1834,30004,6001,0.2377,0.2028,0.2828,0.169,0.2636,0.608,8412
Georgetown University,DC,3,11,2,1422,7112,0.563,0.063,0.0883,0.0984,0.0003,0.0007,0.0457,0.1167,0.0239,66971,14655,0.9426,0.9082,0.9478,0.9455,0.9529,0.2688,14750
George Washington University,DC,3,11,2,1300,11244,0.5407,0.0664,0.0917,0.0993,0.001,0.0011,0.037,0.1081,0.0546,65218,13928,0.8371,0.7985,0.8443,0.7634,0.8025,0.3909,21500
American University,DC,3,11,2,1262,7276,0.5864,0.0702,0.1271,0.0651,0.0008,0.0003,0.0466,0.0713,0.032,60501,11386,0.8124,0.8921,0.8299,0.7353,0.8197,0.4557,19926
Gallaudet University,DC,3,11,2,827,1112,0.5297,0.1556,0.0998,0.0369,0.0063,0.0054,0.0351,0.071,0.0603,35288,10127,0.4293,0.6844,0.4583,0.0417,0.5251,0.4362,10250
University of Delaware,DE,3,10,2,1170,18510,0.7278,0.0576,0.0784,0.0514,0.001,0.0008,0.0312,0.0405,0.0112,24557,12175,0.8139,0.9119,0.8254,0.6852,0.8214,0.5118,21250
Delaware State University,DE,3,10,2,898,3692,0.0983,0.7522,0.0655,0.006,0.0022,0.0005,0.0498,0.0198,0.0057,21177,7722,0.4262,0.7928,0.4211,0.4323,0.4369,0.6964,19500
Wesley College,DE,3,10,2,830,1345,0.3851,0.4327,0.0632,0.0119,0.0022,0.0059,0.055,0.003,0.0409,39189,7133,0.2242,0.8631,0.3349,0.1551,0.1928,0.8756,12250
University of Miami,FL,3,12,5,1323,10577,0.4251,0.0786,0.2268,0.0549,0.0011,0.0004,0.0314,0.1397,0.042,59833,11984,0.8166,0.7723,0.8207,0.7576,0.8159,0.2586,17500
University of Florida,FL,3,12,5,1287,33309,0.5586,0.0611,0.2138,0.0816,0.0019,0.0053,0.0322,0.0176,0.0278,20571,11294,0.8717,0.7841,0.889,0.7915,0.8797,0.2875,15000
Florida State University,FL,3,12,5,1214,32417,0.6275,0.0832,0.2,0.0231,0.0025,0.0014,0.0335,0.0142,0.0145,21938,10657,0.8006,0.7292,0.8085,0.7811,0.8019,0.4234,18053
Florida Institute of Technology,FL,3,12,5,1179,3419,0.4428,0.0608,0.074,0.024,0.0023,0.0029,0.0205,0.329,0.0436,55984,9365,0.5828,0.7598,0.5973,0.5172,0.5575,0.3656,10500
University of Central Florida,FL,3,12,5,1179,55113,0.511,0.114,0.254,0.0594,0.0017,0.0021,0.0389,0.0133,0.0056,21168,9509,0.6886,0.4316,0.698,0.6787,0.727,0.4297,14500
Florida Southern College,FL,3,12,5,1177,2567,0.7359,0.0534,0.1141,0.023,0.0062,0.0008,0.0168,0.039,0.0109,43984,7590,0.5947,0.8869,0.6128,0.4048,0.6539,0.6526,15921
University of South Florida-Main Campus,FL,3,12,5,1172,30553,0.497,0.1034,0.2084,0.0682,0.002,0.0021,0.0383,0.0604,0.0203,19652,9468,0.6749,0.5262,0.6552,0.687,0.7074,0.4495,15865
Florida International University,FL,3,12,5,1130,41112,0.0923,0.122,0.6674,0.0252,0.0008,0.0009,0.027,0.059,0.0054,18873,10079,0.5616,0.4096,0.4976,0.4225,0.6033,0.4512,13750
Nova Southeastern University,FL,3,12,5,1127,4230,0.3296,0.1617,0.2988,0.0972,0.0026,0.0009,0.0201,0.0572,0.0319,43351,9907,0.4993,0.5252,0.5322,0.325,0.4844,0.5458,18750
Eckerd College,FL,3,12,5,1125,2028,0.7717,0.0483,0.0794,0.0182,0.0025,0.002,0.0316,0.0375,0.0089,55113,7537,0.6633,0.8721,0.6563,0.5,0.6591,0.5543,19623
University of North Florida,FL,3,12,5,1110,13585,0.6741,0.0976,0.1094,0.0445,0.0014,0.0006,0.0545,0.0144,0.0037,20926,7873,0.5369,0.486,0.5466,0.5317,0.5927,0.384,12186
University of South Florida-St Petersburg,FL,3,12,5,1103,4027,0.6434,0.08,0.1646,0.0375,0.0025,0.0017,0.0412,0.0077,0.0214,18789,8735,0.364,0.4956,0.393,0.2778,0.3441,0.4627,15865
Ave Maria University,FL,3,12,5,1103,1050,0.6076,0.0486,0.1581,0.0276,0.0029,0,0,0.0248,0.1305,32209,7290,0.6497,0.7893,0.75,0.5,0.4778,0.5579,13157
The University of Tampa,FL,3,12,5,1097,7363,0.597,0.0516,0.1244,0.0189,0.0019,0.0004,0.0281,0.108,0.0697,40897,8842,0.5863,0.7805,0.5873,0.4286,0.6295,0.5268,16000
Florida Gulf Coast University,FL,3,12,5,1090,13658,0.6533,0.0709,0.1961,0.0159,0.0024,0.0013,0.028,0.0174,0.0145,18841,7953,0.4565,0.7055,0.4682,0.4154,0.5156,0.426,12000
Flagler College-St Augustine,FL,3,12,5,1079,2611,0.7821,0.0379,0.0467,0.0107,0.0027,0.0008,0.0237,0.0326,0.0628,30334,6345,0.6013,0.7732,0.6265,0.3448,0.5835,0.5802,15675
Palm Beach Atlantic University,FL,3,12,5,1076,2474,0.6168,0.1168,0.1552,0.0198,0.0053,0.0024,0.0271,0.0392,0.0174,40568,7587,0.509,0.6627,0.5578,0.3478,0.5558,0.486,14500
The University of West Florida,FL,3,12,5,1070,9657,0.6525,0.1281,0.0928,0.0294,0.0058,0.0026,0.0519,0.0187,0.0182,17219,7780,0.488,0.4952,0.5023,0.4206,0.5456,0.6768,12500
Florida Atlantic University,FL,3,12,5,1047,24221,0.4191,0.1993,0.2665,0.0404,0.0023,0.0012,0.0377,0.027,0.0064,18992,9234,0.4962,0.4941,0.4849,0.5015,0.5159,0.3789,12000
Saint Leo University,FL,3,12,5,1032,10618,0.3636,0.37,0.1168,0.0157,0.0041,0.0023,0.0172,0.027,0.0832,35092,7732,0.4,0.2588,0.3927,0.3393,0.4269,0.59,12727
Florida Agricultural and Mechanical University,FL,3,12,5,1001,7365,0.0349,0.898,0.0216,0.0054,0.001,0.0001,0.0301,0.0088,0,20231,8385,0.4102,0.7066,0.4444,0.4119,0.4555,0.6745,22000
Lynn University,FL,3,12,5,984,2053,0.4491,0.0891,0.1646,0.0132,0.0029,0.001,0.0122,0.2143,0.0536,51585,5259,0.4476,0.7658,0.4372,0.35,0.4348,0.2941,10000
Southeastern University,FL,3,12,5,978,4171,0.59,0.1549,0.1925,0.0127,0.0041,0.007,0.0007,0.0187,0.0194,33954,7242,0.4063,0.6087,0.4334,0.28,0.444,0.5868,11000
Johnson University Florida,FL,3,12,5,972,181,0.7017,0.1271,0.1326,0.0055,0,0,0.0166,0.011,0.0055,21876,7146,0.4423,0.6364,0.5789,0.0909,0.375,0.7277,15800
Barry University,FL,3,12,5,930,3461,0.1939,0.2947,0.3057,0.0084,0.002,0.002,0.0202,0.0786,0.0945,44430,7895,0.3056,0.4575,0.3973,0.2,0.3733,0.6205,19500
St. Thomas University,FL,3,12,5,930,839,0.0954,0.2026,0.4625,0.0024,0.0012,0.0012,0.0298,0.174,0.031,37714,10232,0.4259,0.7331,0.5,0.3636,0.327,0.1235,14750
AdventHealth University,FL,3,12,5,917,1529,0.4075,0.1583,0.2695,0.0674,0.0039,0.0072,0.0203,0.0065,0.0595,23306,7465,0.3261,0.2955,0.2308,0.3,0.5714,0.5581,16917
The Baptist College of Florida,FL,3,12,5,910,430,0.8023,0.0791,0.0349,0.0047,0.0047,0.0047,0.0256,0,0.0442,17117,4913,0.5263,0.4103,0.549,0,0.4898,0.587,10750
Webber International University,FL,3,12,5,897,661,0.3707,0.2557,0.1392,0.0015,0.003,0.0045,0.0076,0.2179,0,39199,4300,0.2865,0.6568,0.3571,0.087,0.2788,0.5888,9500
